area,perimeter,compactness,mean,stddev,bbox,convex_area,eccentricity,centroid,equv_diam,euler_number,solidity,contrast,dissimilarity,homogeneity,energy,correlation,simple_entropy,class
218819,53903,0.246336013,12.45794686,54.968864,2413356,1870193,0.175699232,"(848.0390185495775, 1295.0406454649733)",527.834258,-126,0.117003432,381.2690966,1.495172928,0.994136667,0.949316125,0.936931992,0.19512905,0
253743,65471,0.258020911,14.44626294,58.95000031,2541308,1943256,0.420878789,"(854.4043382477546, 1294.2912947352243)",568.3974154,-101,0.130576208,449.2387511,1.761720593,0.993091398,0.941389997,0.935386677,0.217654263,0
241729,63369,0.262148935,13.76227401,57.61926489,2661762,2033116,0.431455049,"(857.3664061821296, 1345.872642504623)",554.7782637,-146,0.118895823,459.2308713,1.800905378,0.992937735,0.943841297,0.930863462,0.21004191,0
244119,51672,0.211667261,13.89834306,57.88707576,2676492,2040640,0.576108771,"(874.7363089312998, 1357.3350169384603)",557.5140935,-49,0.119628646,329.0137937,1.290250172,0.994940273,0.944384943,0.9509247,0.211567293,0
262435,59970,0.228513727,16.64182985,62.98187129,2516926,1947668,0.206774264,"(820.1933926496084, 1264.7071960675976)",578.0507071,-34,0.13474319,483.6251523,1.896569225,0.992562588,0.933041176,0.939062619,0.241207278,0
250800,63372,0.252679426,14.27871013,58.62754916,2598319,2013474,0.410779325,"(885.5323724082934, 1356.3243500797448)",565.0915659,-97,0.124560834,445.4917061,1.747026298,0.993149022,0.942039519,0.935218872,0.215802195,0
274611,73747,0.268550786,15.63433361,61.17452642,2686317,2082696,0.415044403,"(859.101685657166, 1258.0062888959292)",591.3083668,-134,0.131853617,531.354227,2.083742067,0.991828588,0.936349078,0.929033028,0.230559957,0
250881,62101,0.247531698,14.28332168,58.6364541,2648700,2080134,0.405297206,"(827.9390029535915, 1259.923497594477)",565.1828113,-126,0.120608095,466.5797271,1.82972442,0.99282472,0.941852733,0.932172965,0.215853278,0
263324,58744,0.223086388,14.99173472,59.98450002,2645460,2039009,0.125286563,"(883.2882076833102, 1322.8275318618887)",579.0289543,-30,0.129143128,431.3458848,1.691552489,0.993366563,0.939521675,0.940081565,0.223628199,0
222504,58414,0.262530112,12.6677437,55.40580216,2452800,1886173,0.365342909,"(866.0445924567648, 1385.1377728040845)",532.2601729,-97,0.117965849,426.7274339,1.673440917,0.993437588,0.948170269,0.930521369,0.197564347,0
271034,72507,0.267519942,15.4306855,60.80064758,2686320,2076455,0.247039839,"(870.7256432772272, 1354.9849280902026)",587.4446414,-135,0.130527269,524.2667929,2.055948207,0.991937582,0.937155241,0.929115847,0.22837534,0
263614,60948,0.231201681,16.71659395,63.11328659,2524896,1946302,0.371907853,"(818.4527111610157, 1189.798838453193)",579.3477102,-68,0.135443523,533.3853532,2.091707268,0.991797353,0.932364042,0.93307235,0.241987011,0
312980,74267,0.237289923,17.81878269,65.00984978,2645412,2021248,0.391888456,"(864.1767652885169, 1329.103533772126)",631.2673861,-80,0.154844927,524.9639176,2.05868203,0.991926861,0.928415914,0.937915078,0.253322167,0
277740,67997,0.244822496,15.81247589,61.49916225,2669931,2058207,0.313488687,"(869.5427522143011, 1257.3581407071363)",594.6675972,-77,0.134942695,484.4725934,1.899892523,0.992549556,0.936073722,0.935975777,0.232461871,0
292737,58275,0.199069472,16.66629493,63.02491428,2645490,2055283,0.445206825,"(854.9696519401374, 1215.8422099017207)",610.511527,-70,0.14243148,387.7755934,1.520688602,0.994036607,0.933732042,0.951205588,0.241462585,0
222743,54849,0.246243429,12.6813506,55.43399454,2622598,2027443,0.460090308,"(848.4337914098311, 1248.5735982724484)",532.5459566,-91,0.109864001,405.1165694,1.588692429,0.993769929,0.948292576,0.934107065,0.197721797,0
171418,41891,0.244379237,9.759282032,48.92211496,2493950,1969143,0.44776319,"(882.8826085941967, 1244.3350931640784)",467.1789553,-157,0.087052083,301.9421194,1.184086743,0.995356594,0.960071279,0.936944592,0.162412056,0
208440,46708,0.224083669,13.21783685,56.53173609,2460060,1929011,0.384357899,"(827.2451688735367, 1274.4781088082902)",515.1641008,-36,0.108055371,367.8954781,1.442727365,0.994342333,0.946594361,0.942463538,0.203882243,0
242560,60326,0.248705475,13.80958505,57.71255971,2676447,2071783,0.327210988,"(889.8556522097625, 1333.1977861147757)",555.7310356,-30,0.117077899,427.6278866,1.676972104,0.99342374,0.94391987,0.935829213,0.210572914,0
235500,50894,0.216110403,13.4076405,56.91382524,2630875,1988468,0.358362738,"(851.6016985138004, 1273.5458301486199)",547.5837039,-36,0.118432884,356.9278271,1.399716969,0.994510998,0.945978785,0.944924737,0.206039999,0
302904,67104,0.221535536,17.24512924,64.03212846,2648666,2062497,0.352947098,"(867.6087341203814, 1395.7744532921322)",621.0228265,-71,0.146862759,479.7379551,1.881325314,0.992622367,0.930872016,0.941517924,0.247459537,0
238392,50282,0.210921507,13.57228974,57.24270115,2582305,2023887,0.354717043,"(844.495750696332, 1331.857889526494)",550.9356782,-67,0.117789185,343.0724744,1.345382253,0.994724072,0.945479517,0.947669187,0.207902777,0
266520,57699,0.21649032,15.17369149,60.3245424,2651970,2032732,0.32318296,"(894.7764670568813, 1382.3802866576618)",582.5322338,-25,0.131114185,411.4778319,1.613638557,0.993672103,0.939012168,0.943484003,0.225602431,0
203984,45816,0.224605851,11.61335091,53.16516305,2614688,1969321,0.56811826,"(872.5432288806966, 1229.1629784688996)",509.6278007,-80,0.103580879,321.8392191,1.262114585,0.995050607,0.952946074,0.943089148,0.18517525,0
257489,60152,0.233609979,16.32818841,62.42658335,2457050,1929796,0.428982631,"(824.8837736757687, 1181.807599547942)",572.5776604,-72,0.133428093,478.6750152,1.877156922,0.992638714,0.934228802,0.938608619,0.237920813,0
225049,51270,0.227817053,12.81263731,55.70510604,2475795,1948034,0.393622007,"(846.312318650605, 1353.291332109896)",535.2955131,-101,0.115526218,375.5759118,1.472846713,0.994224219,0.948040389,0.939505066,0.199237871,0
168336,41071,0.243982274,9.583815586,48.49766441,2353934,1753931,0.518990408,"(809.8940749453474, 1350.504390029465)",462.9600976,-79,0.09597641,291.1947808,1.141940317,0.995521872,0.960818869,0.938119915,0.160187126,0
197137,44871,0.227613284,12.50107802,55.05904053,2505693,1864000,0.49979352,"(769.9192642679964, 1213.8292202884288)",501.0016209,-91,0.105760193,372.7161998,1.461632156,0.994268197,0.949222872,0.93854973,0.195630893,0
240669,57435,0.238647271,13.7019254,57.49998449,2625930,2024331,0.255180094,"(885.7210858066474, 1363.7207118490542)",553.5605549,-148,0.118888166,427.1631368,1.675149556,0.993430887,0.944322678,0.935424132,0.209363598,0
252262,50238,0.19915009,14.36194568,58.78801463,2630763,2022068,0.404375277,"(880.2647406268086, 1235.1578041877096)",566.7362297,-48,0.124754459,345.454317,1.354722812,0.994687443,0.942538322,0.950039651,0.216723266,0
127102,33337,0.262285409,14.32877886,58.72414074,1395810,1067453,0.558589343,"(632.2548504350837, 861.0819420622806)",402.2826029,-24,0.119070348,463.3696535,1.817135896,0.992874086,0.941702232,0.932850439,0.216356488,0
179234,40060,0.223506701,11.36579241,52.622199,2463324,1864143,0.506811214,"(855.4184139170023, 1143.9005713201736)",477.7110178,-76,0.096148203,337.5152253,1.323589119,0.994809534,0.953746947,0.939080361,0.182210626,0
279460,67751,0.242435411,15.91040006,61.67666645,2673144,2057420,0.294699475,"(865.0367208187218, 1358.4349817505188)",596.5060965,-145,0.135830312,477.4142062,1.872212573,0.992658103,0.935771472,0.937271179,0.233503766,0
261869,61595,0.235213026,16.60593801,62.91865395,2491650,1948051,0.267124941,"(815.2788149800091, 1279.0829918776183)",577.4270225,-59,0.134426152,482.3633526,1.891620991,0.992581993,0.93318264,0.939099416,0.240832454,0
206828,43808,0.211808846,11.77526738,53.51669142,2553603,1981372,0.48509144,"(870.6475622256174, 1400.0035440075812)",513.1681874,-56,0.104386254,301.7968851,1.183517196,0.995358827,0.952500726,0.947332006,0.187102516,0
271471,67327,0.248008075,15.45556507,60.84648388,2666673,2065957,0.385825355,"(861.9932073775836, 1317.5927778657758)",587.9180321,-185,0.131402057,498.8217427,1.956163697,0.992328888,0.937269196,0.932657748,0.228642833,0
163305,44496,0.272471755,18.41010552,65.99730996,1398276,1087691,0.449687033,"(622.264768378188, 890.1175469214047)",455.9894559,-46,0.150139148,650.328235,2.550306804,0.989998951,0.92523706,0.925383758,0.259283888,0
159088,43049,0.270598662,17.93470418,65.20503012,1372172,1080413,0.479276805,"(630.1353401890777, 946.190190334909)",450.0634763,-33,0.147247395,613.7418787,2.406830897,0.990561593,0.927261545,0.927859976,0.25449733,0
167813,41672,0.248324027,9.554039807,48.42520495,2391660,1796281,0.627638326,"(864.2567977451091, 1205.4776268823034)",462.2403571,-76,0.093422466,301.2740416,1.18146683,0.995366868,0.960851388,0.935786296,0.159808274,0
180027,43353,0.240813878,10.24941527,50.08543082,2303640,1757887,0.394186214,"(786.9325712254273, 1440.715514894988)",478.7666399,-87,0.10241102,314.2870353,1.232498177,0.995166748,0.958125782,0.937379998,0.16855952,0
252392,53081,0.210311737,14.36934692,58.8022562,2676487,2055234,0.350812557,"(853.0794518051285, 1278.985110463089)",566.882241,-44,0.122804508,379.5843786,1.488566191,0.994162575,0.942235607,0.945130275,0.216805069,0
201510,45211,0.224361074,11.47249952,52.85706322,2577030,2035381,0.506447399,"(878.8338146990224, 1336.3950176169917)",506.5278873,-27,0.099003577,294.8546853,1.156292883,0.995465588,0.953688798,0.947251236,0.183491178,0
250027,59983,0.23990609,14.23470119,58.54248103,2632450,2058614,0.260854377,"(885.7808796649962, 1258.0760957816556)",564.220049,-65,0.121454046,402.5313988,1.578554505,0.993809685,0.942548243,0.941295709,0.215314385,0
284416,69924,0.245851148,16.1925583,62.1844307,2606598,2042259,0.359867263,"(875.6173738467596, 1202.5088497130962)",601.7721316,-135,0.139265392,515.3494066,2.020978065,0.992074718,0.934429622,0.933388036,0.236491833,0
253468,55951,0.220741869,14.43060646,58.91996474,2674858,2070544,0.346817365,"(845.614965202708, 1238.6606830053497)",568.0893248,-53,0.122416138,403.9837418,1.584249968,0.993787351,0.941812552,0.941836383,0.217481545,0
215116,54066,0.251334164,12.24712524,54.52545148,2547200,1951883,0.351369032,"(874.521295487086, 1405.4119219397905)",523.3490211,-114,0.110209475,389.5474519,1.527637066,0.994009359,0.950036382,0.934510345,0.192667182,0
283172,67754,0.239268007,16.12173407,62.0574885,2656779,2075849,0.420141916,"(856.1761791420056, 1339.2274094896388)",600.4546514,-121,0.13641262,479.7089082,1.881211405,0.992622814,0.934977908,0.937740859,0.23574375,0
261422,64872,0.2481505,16.57759233,62.86866848,2505864,1947373,0.403103631,"(831.5976237654061, 1172.1403018873698)",576.9339895,-96,0.134243414,534.614799,2.096528624,0.991778446,0.932862424,0.932395061,0.240536205,0
227479,55682,0.244778639,12.95098366,55.98904229,2637295,1962415,0.419874359,"(832.8759885527895, 1379.2716734291957)",538.1777201,-93,0.115917887,407.0046153,1.596096531,0.993740894,0.947273608,0.935105985,0.200829459,0
249512,55695,0.223215717,15.82234172,61.51707601,2428920,1913488,0.239654244,"(859.156645772548, 1188.7803191830453)",563.6386655,-42,0.130396428,440.1415956,1.726045473,0.993231298,0.936395264,0.941869184,0.232566956,0
289414,70831,0.24473937,18.35265321,65.90225101,2458455,1939240,0.412770788,"(841.3284879100527, 1294.3510369228854)",607.0365307,-59,0.14924094,582.2072929,2.283165855,0.991046546,0.926009651,0.932998499,0.258708213,0
232299,50439,0.217129648,13.22539906,56.54702097,2478894,1955227,0.452626611,"(850.3955548667881, 1395.9706068472099)",543.8494948,-71,0.118809223,350.2180022,1.37340393,0.994614185,0.94670926,0.945256748,0.203968428,0
217703,53870,0.24744721,13.80523285,57.70398533,2407863,1877944,0.544554617,"(837.2913280937792, 1241.8984304304488)",526.4865322,-56,0.115926247,437.0032734,1.713738327,0.993279561,0.943859613,0.934404072,0.210524094,0
294344,75153,0.255323703,16.75778571,63.18553611,2699433,2098299,0.173475206,"(871.7571956622184, 1331.0951811485882)",612.1849562,-119,0.140277434,543.873424,2.132836957,0.991636062,0.932129614,0.93191104,0.24241601,0
210301,47643,0.226546712,13.33584872,56.76967996,2477451,1842509,0.378769605,"(838.2815298072762, 1266.447444377345)",517.4587418,-41,0.114138384,378.7340134,1.485231425,0.994175653,0.946069034,0.941263933,0.20522516,0
177112,46488,0.26247798,19.96663059,68.50419304,1400562,1097330,0.439821185,"(623.0265086498938, 936.6778648538777)",474.8747227,-34,0.161402677,665.1123443,2.608283703,0.989771594,0.919491963,0.929170267,0.274598883,0
209624,49872,0.23791169,11.93445109,53.8595758,2550409,1952924,0.488071894,"(831.4163025226119, 1163.9737673167194)",516.62517,-49,0.107338534,361.952934,1.419423271,0.99443372,0.951424799,0.937635579,0.188988329,0
190466,47318,0.248432791,12.0780489,54.16662446,2393496,1797091,0.422175511,"(756.3918652147889, 1160.3006048323584)",492.4518688,-40,0.105985729,371.2279233,1.455795778,0.994291085,0.950813254,0.93676179,0.190682003,0
124381,30759,0.247296613,14.02202832,58.12916603,1349088,1042311,0.596582046,"(631.5831276481134, 917.3406549231796)",397.9532734,-13,0.119331946,446.8022469,1.752165674,0.993128868,0.942970692,0.933919126,0.212949055,0
231631,54270,0.234295064,13.18736805,56.47009985,2626018,1984180,0.320184658,"(852.9130729479215, 1258.4786146931974)",543.0669839,-69,0.116738905,390.7964669,1.532535164,0.993990151,0.946524679,0.938747322,0.203534817,0
138502,33637,0.242862919,15.61395202,61.13724125,1398150,1082038,0.397365385,"(628.9348312659745, 940.2269642315634)",419.9359754,-23,0.12800105,478.0387114,1.874661613,0.992648499,0.936845984,0.936085167,0.230341817,0
138860,34186,0.246190408,15.65431097,61.21104349,1388752,1056091,0.450396291,"(654.9917254788996, 851.4018795909549)",420.4783504,-31,0.131484882,490.5217921,1.923614871,0.992456528,0.936596726,0.934574198,0.230773664,0
165973,40805,0.245853241,18.71088113,66.49193647,1379378,1079514,0.411782678,"(634.4777162550536, 995.0327041145247)",459.6992353,-20,0.15374789,593.9530319,2.329227576,0.990865915,0.924606665,0.932862109,0.262285355,0
245616,59185,0.240965572,15.57528409,61.0664226,2496391,1915771,0.444701652,"(853.3576151390789, 1207.9018956419777)",559.2208902,-91,0.12820739,470.5542022,1.845310597,0.992763599,0.937056374,0.93693188,0.229927656,0
274629,62821,0.228748603,17.41508979,64.32388782,2505853,1930666,0.260053376,"(827.1975537907505, 1251.9938826562382)",591.3277458,-72,0.142245733,516.9496041,2.02725335,0.992050109,0.929948729,0.937553188,0.249204759,0
263197,67646,0.257016607,14.98450427,59.97093647,2681406,2084877,0.30275033,"(874.4544732652728, 1342.963274657386)",578.8893059,-124,0.12624102,479.3893928,1.879958403,0.992627727,0.93916055,0.933377697,0.223549559,0
202763,45534,0.224567599,11.54383614,53.01337625,2467941,1910707,0.503831902,"(874.8474277851482, 1263.357027662838)",508.1002557,-43,0.106119358,321.6068442,1.261203311,0.995054181,0.953208074,0.942804123,0.184344988,0
205282,45151,0.21994622,11.6872495,53.32594885,2637351,2057236,0.357695265,"(861.9578287429, 1231.6311318089263)",511.2466726,-49,0.099785343,324.0467805,1.270771688,0.995016658,0.952651977,0.943043801,0.186055996,0
239839,50530,0.210683,13.65467129,57.40636838,2586966,2049632,0.461420418,"(873.2624343830653, 1249.565654459867)",552.6051929,-48,0.11701564,351.0603612,1.376707299,0.994601231,0.94510986,0.946755647,0.208831698,0
262205,62927,0.23999161,14.92802708,59.8648554,2629232,2057373,0.153410211,"(838.8111820903491, 1256.1885356877253)",577.7973475,-118,0.127446506,463.8202753,1.81890304,0.992867157,0.939494347,0.935312749,0.222934801,0
264409,63003,0.238278576,15.05350665,60.10021741,2687960,2075712,0.330587543,"(854.154366908842, 1357.376969013914)",580.2206432,-111,0.127382315,436.4581323,1.711600519,0.993287944,0.939252822,0.939604659,0.224299451,0
284557,69504,0.244253348,16.2005858,62.19879741,2668302,2072653,0.389330794,"(875.1396802749537, 1295.5021067835266)",601.9212782,-124,0.137291192,482.5264538,1.892260603,0.992579484,0.934666125,0.937659405,0.236576542,0
229922,58388,0.253946991,13.09007014,56.27271052,2611375,1956774,0.371700638,"(843.2594793016763, 1307.9633440906046)",541.0598697,-93,0.117500539,413.3949247,1.621156568,0.993642621,0.946705048,0.934749933,0.202423406,0
286818,73806,0.257326946,16.32931054,62.42858163,2666653,2042255,0.185508994,"(828.6765021721092, 1326.389714034684)",604.3078849,-152,0.140441816,544.1057989,2.133748231,0.991632489,0.93369567,0.930220106,0.237932616,0
248232,60662,0.244376229,14.13250707,58.34433604,2627520,2046591,0.386931481,"(874.9200304553805, 1330.061543233749)",562.1910695,-46,0.121290478,427.744074,1.677427741,0.993421953,0.942723183,0.93719433,0.214179449,0
177161,40439,0.228261299,11.23433695,52.33111499,2406942,1876402,0.309053351,"(803.1663571553559, 1139.219416237208)",474.9404078,-26,0.094415269,311.7292174,1.222467519,0.995206083,0.954445297,0.94310693,0.18062742,0
243700,60405,0.247866229,13.87448828,57.8402376,2663408,2019994,0.502508288,"(867.7601395157981, 1264.2930857611818)",557.0354361,-56,0.120643923,437.358585,1.715131706,0.993274097,0.943601151,0.934658427,0.211300274,0
259324,57973,0.223554318,16.44455154,62.63335667,2453916,1913918,0.220337814,"(864.025759281825, 1183.864108219833)",574.6142808,-57,0.135493788,456.9655907,1.792021924,0.992972571,0.933979058,0.941779224,0.239143036,0
185777,44861,0.241477686,10.57677804,50.84496206,2318982,1722857,0.250528704,"(828.4482686231341, 1278.2928564892318)",486.352365,-82,0.107830772,325.5572173,1.27669497,0.99499343,0.956804428,0.937057912,0.172611818,0
238359,55382,0.232347006,15.11509487,60.21530618,2441316,1910364,0.441787736,"(830.6964620593307, 1183.2480292332154)",550.8975446,-28,0.12477151,454.6684683,1.783013601,0.993007897,0.938877796,0.937326224,0.224967655,0
264242,66563,0.251901666,15.0439989,60.08242518,2648646,2055660,0.432702368,"(886.345997229812, 1342.2201845278191)",580.0373814,-103,0.128543631,494.2613856,1.938279943,0.992399019,0.938821303,0.931565562,0.224196203,0
183554,45410,0.247393138,11.63973722,53.22264093,2501142,1890861,0.509640276,"(801.4964642557503, 1297.5200812839819)",483.4337715,-17,0.097074296,370.1926005,1.451735688,0.994307006,0.952460347,0.934681374,0.185489951,0
274158,61493,0.224297668,17.3852222,64.27274469,2490020,1921870,0.263039237,"(868.7969856797905, 1262.7344669861905)",590.8204525,-66,0.142651688,483.4633831,1.895934836,0.992565076,0.930330074,0.941505301,0.248898574,0
234518,61101,0.260538637,14.87152496,59.75848567,2477412,1914124,0.362854679,"(835.3932832447829, 1264.6250735551216)",546.4408399,-79,0.122519753,496.0166717,1.945163419,0.992372025,0.939441977,0.930577262,0.222318882,0
137587,37235,0.270628766,15.51079996,60.94808508,1389785,1091443,0.398045354,"(623.7707196174057, 924.2363886122962)",418.5465437,-22,0.126059721,531.1924743,2.083107742,0.991831076,0.936795744,0.928536885,0.229236092,0
155376,39637,0.255103748,8.845968364,46.66337725,2402491,1875129,0.55784974,"(806.5805980331583, 1278.0944483060448)",444.7818201,-103,0.082861499,275.1028199,1.078834588,0.995769341,0.963736953,0.936853229,0.15068509,1
100732,27125,0.269278879,6.38773336,39.8505818,2155770,1628747,0.458586148,"(848.6181054679744, 1197.190207679784)",358.1284208,-31,0.061846315,209.6852162,0.822294965,0.996775363,0.973612613,0.934007175,0.117089737,1
138948,34593,0.248963641,8.811130276,46.57469489,2348214,1728277,0.515136509,"(809.8416098108645, 1175.7676972680426)",420.6115646,-60,0.080396835,260.8042783,1.022761876,0.995989231,0.963981387,0.939908271,0.150230414,1
91019,21266,0.233643525,5.18195342,35.97979267,1814592,1328975,0.830834103,"(749.093925444138, 1537.1608455377448)",340.4247202,-122,0.068488121,168.2394185,0.659762425,0.997412736,0.978563993,0.935044438,0.099287268,1
144612,35540,0.245761071,8.233145255,45.07402089,2245775,1712134,0.500059915,"(812.2364603214118, 1198.6264487041185)",429.0987265,-135,0.084463015,247.6825831,0.971304248,0.996191022,0.966278093,0.939067236,0.142603739,1
190434,43948,0.230778117,10.84191342,51.45037255,2587230,1957048,0.347155421,"(894.6180566495478, 1206.290756902654)",492.4104989,-100,0.09730676,329.4204498,1.291844901,0.994934019,0.955777383,0.937801004,0.175863384,1
214653,46140,0.214951573,12.22076542,54.46969867,2562240,2012514,0.377023952,"(879.5801269956628, 1367.728179899652)",522.7855086,-120,0.106659134,328.0842942,1.286605075,0.994954567,0.950626577,0.944730396,0.192358319,1
152310,37476,0.246050817,9.658456778,48.67874989,1975747,1494467,0.583726264,"(833.9726019302738, 1130.3816623990544)",440.3715648,-92,0.101915934,299.6288825,1.175015225,0.995392168,0.960469432,0.936801686,0.16113517,1
109014,26564,0.243675124,6.206456565,39.29537277,2095200,1587767,0.537616604,"(800.945107967784, 1540.9603628891703)",372.559976,-107,0.068658689,176.5468207,0.692340473,0.997284981,0.974567148,0.942854284,0.114476362,1
158429,37643,0.237601702,10.04648184,49.6076715,2083718,1678349,0.692083926,"(816.6799575835232, 1108.3212290679105)",449.1303462,-53,0.094395742,294.7110993,1.155729801,0.995467796,0.959044973,0.940145094,0.166026115,1
191199,43411,0.227046167,10.8854669,51.54901231,2647113,1990498,0.426021468,"(862.3283960690171, 1383.95752069833)",493.3985486,-57,0.096055861,305.776305,1.199122765,0.99529763,0.955802213,0.942486072,0.176394959,1
148797,34420,0.231321868,8.47140842,45.69950094,2009306,1550269,0.669369262,"(819.763120224198, 1078.988662405828)",435.2633967,-125,0.095981407,246.7530836,0.967659151,0.996205317,0.965381063,0.940946199,0.145766997,1
92983,24851,0.267263908,10.48239087,50.62735579,1270542,1026750,0.615341099,"(650.9861480055494, 842.3572265898067)",344.0779455,-18,0.090560506,333.2464808,1.306848944,0.994875181,0.957092119,0.935025927,0.171447744,1
109138,26930,0.246751819,6.213516214,39.31715721,2266600,1571333,0.477160718,"(813.0765727794169, 1318.661318697429)",372.7718034,-119,0.069455679,175.1816183,0.686986738,0.997305976,0.974550827,0.943358999,0.114578532,1
144773,34679,0.239540522,8.242311412,45.09826729,2298360,1703911,0.644003946,"(934.2059430971244, 1256.805785609195)",429.3375229,-107,0.084965118,245.1555062,0.961394142,0.996229885,0.966263241,0.939753758,0.142725944,1
202002,47965,0.237448144,11.50051038,52.91850724,2663420,1984785,0.439797699,"(768.7117256264789, 1417.8409817724578)",507.145871,-75,0.101775255,332.4122765,1.303577555,0.99488801,0.953283976,0.940670291,0.18382665,1
138453,28741,0.20758669,7.882497026,44.13505389,1898988,1424219,0.669254451,"(818.3688110766831, 1219.6882046615096)",419.8616852,-86,0.09721328,195.6015615,0.767064947,0.996991948,0.968021762,0.949810512,0.137897366,1
112677,27725,0.246057314,6.415000884,39.93335685,2205104,1654327,0.669697191,"(776.6460945889578, 1329.280909147386)",378.7674909,-117,0.068110476,194.9334837,0.764445034,0.997002222,0.97362453,0.938902766,0.117481034,1
178013,42959,0.241325072,10.1347529,49.81614972,2179996,1717979,0.387828176,"(813.8654817344801, 1238.929448972828)",476.0810762,-74,0.103617681,296.3651221,1.162216165,0.99544236,0.958700035,0.940310748,0.167130122,1
218929,51180,0.23377442,12.46420945,54.9819688,2655160,1991599,0.469223611,"(913.7255959694695, 1365.6874420474217)",527.9669121,-85,0.109926245,361.1977157,1.41646163,0.994445334,0.949453485,0.940280597,0.195201955,1
149899,35392,0.236105644,8.534148207,45.86257851,2274922,1755466,0.60450235,"(750.6030593933249, 1482.2301482998553)",436.8722176,-132,0.085389862,258.981812,1.015614949,0.996017258,0.96504641,0.938459566,0.146595398,1
146720,33976,0.231570338,9.303977273,47.81161168,1701280,1400187,0.482599261,"(746.1562227371865, 1269.6385632497274)",432.2148841,-80,0.104786004,277.6606273,1.088865205,0.995730006,0.961982755,0.939291721,0.156611568,1
240708,60658,0.251998272,13.70414577,57.50437861,2572087,1997009,0.430842923,"(828.3463906475896, 1341.1725243863934)",553.6054049,-102,0.120534259,427.8893083,1.677997288,0.99341972,0.94430861,0.935324239,0.209388574,1
103324,22740,0.220084395,5.882509752,38.28101443,2141898,1533979,0.56218345,"(852.181845457009, 1411.639173860865)",362.7067724,-89,0.067356854,161.3843593,0.63287984,0.997518156,0.975927399,0.944957146,0.109752775,1
216002,53914,0.249599541,12.29756757,54.63194635,2548306,2010383,0.383002043,"(869.3305247173637, 1213.2035860779067)",524.4256746,-143,0.107443209,400.5271653,1.570694766,0.993840507,0.949760315,0.93292672,0.193257573,1
110282,24670,0.223699244,6.278647173,39.51751028,1972866,1492900,0.768116157,"(842.6515115794056, 1501.800919461018)",374.7204338,-71,0.073870989,169.8950896,0.666255253,0.997387274,0.974342958,0.945623866,0.115519614,1
110950,23813,0.214628211,6.316678187,39.63398181,2308790,1570484,0.529327042,"(911.5438305543038, 1411.7004686795854)",375.8535985,-62,0.070647011,160.5420004,0.629576472,0.997531111,0.974270832,0.948918936,0.116067869,1
126366,31524,0.249465837,7.194352013,42.22322894,2205200,1669236,0.572121495,"(766.2660209233496, 1215.9386069037557)",401.1161781,-84,0.075702896,226.3331404,0.887580943,0.996519344,0.970400191,0.936546943,0.128474936,1
110564,31561,0.285454578,12.4643759,54.98231705,1364199,971727,0.469569972,"(579.3825747983069, 933.0029846966463)",375.1992231,-36,0.113780928,444.328641,1.742465259,0.993166908,0.948780492,0.926547725,0.195203893,1
190414,44497,0.233685548,10.84077477,51.4477907,2400268,1864177,0.60042557,"(907.4215656411818, 1227.7813973762434)",492.384641,-118,0.102143734,299.3279019,1.173834909,0.995396797,0.956021386,0.943477208,0.175849477,1
182972,47537,0.259804779,10.41708194,50.47613593,2596722,1997591,0.608621159,"(815.674873751175, 1226.1582701178322)",482.6667442,-157,0.091596328,330.8727928,1.297540364,0.994911685,0.957362834,0.935091972,0.170640258,1
78561,17672,0.22494622,4.981800426,35.29221973,2046317,1551103,0.654785493,"(867.3112103970163, 1086.0915721541223)",316.2704094,-36,0.050648474,137.0508526,0.537454324,0.997892368,0.979577428,0.945005277,0.096229624,1
170306,46414,0.27253297,9.695972919,48.76946999,2417736,1768552,0.523571529,"(879.9681044707761, 1413.102345190422)",465.6611793,-100,0.096296858,329.4204498,1.291844901,0.994934019,0.960092289,0.93077491,0.161610786,1
148401,34716,0.233933734,8.448863088,45.64073619,2556272,1930463,0.421578631,"(935.0904104419782, 1358.152296817407)",434.6838181,-131,0.076873268,242.1346327,0.949547579,0.996276341,0.965503103,0.941902186,0.145468854,1
135854,31487,0.231770872,7.734529053,43.73193306,2552875,1661882,0.815436582,"(1049.760478160378, 1452.5422144360857)",415.9022543,-209,0.08174708,234.6986363,0.920386809,0.996390695,0.968276149,0.938663233,0.135892567,1
159868,39953,0.249912428,9.101709855,47.30850759,2407080,1711079,0.395809825,"(826.3281769960217, 1387.6979445542572)",451.1654459,-87,0.093431104,291.1076402,1.141598589,0.995523212,0.962641999,0.934989466,0.154005876,1
101159,24060,0.237843395,5.759250552,37.8872,1849064,1313555,0.788328253,"(833.3992625470794, 1121.6685910299627)",358.8866661,-77,0.077011621,171.5217138,0.672634172,0.997362259,0.97632071,0.94027717,0.107936883,1
117257,27714,0.236352627,7.435635653,42.90452673,1893255,1433452,0.697007902,"(720.4922179486086, 1063.1034650383347)",386.3887282,-77,0.081800437,225.1503502,0.88294255,0.996537533,0.969489039,0.93886845,0.131807751,1
131910,33202,0.251701918,8.364828531,45.42093041,2352715,1714655,0.535088425,"(818.8707982715488, 1333.4748010006822)",409.8207271,-56,0.076930928,271.0927984,1.063109013,0.995831009,0.965592588,0.934324162,0.144355413,1
156599,37992,0.242606913,8.915597003,46.8400402,2168200,1783673,0.551390494,"(834.6668880388763, 1240.7846410258048)",446.5288786,-64,0.087795801,258.981812,1.015614949,0.996017258,0.963600824,0.941001192,0.151592154,1
